company_id,month,tickets_raised,avg_resolution_hours,tickets_breached_sla
CUST_0059,2024-09-01,4,14.7,1
CUST_0059,2024-10-01,4,17.5,1
CUST_0059,2024-11-01,6,17.6,1
CUST_0059,2024-12-01,2,15.0,0
CUST_0059,2025-01-01,3,12.7,0
CUST_0060,2024-02-01,10,39.6,3
CUST_0060,2024-03-01,2,27.4,0
CUST_0060,2024-04-01,3,27.2,1
CUST_0060,2024-05-01,6,30.4,2
CUST_0060,2024-06-01,4,26.8,1
CUST_0060,2024-07-01,6,25.7,1
CUST_0060,2024-08-01,4,23.2,1
CUST_0060,2024-09-01,13,33.6,2
CUST_0060,2024-10-01,8,33.8,1
CUST_0060,2024-11-01,10,32.4,1
CUST_0060,2024-12-01,9,22.6,0
CUST_0060,2025-01-01,9,22.6,0
CUST_0061,2024-02-01,3,89.0,3
CUST_0061,2024-03-01,9,88.7,8
CUST_0061,2024-04-01,8,95.8,8
CUST_0061,2024-05-01,7,89.4,6
CUST_0062,2024-05-01,3,51.8,2
CUST_0062,2024-06-01,10,57.1,5
CUST_0062,2024-07-01,11,54.7,5
CUST_0062,2024-08-01,11,61.7,7
CUST_0063,2024-04-01,2,31.7,1
CUST_0063,2024-05-01,2,22.2,1
CUST_0063,2024-06-01,2,17.1,1
CUST_0063,2024-07-01,4,18.9,0
CUST_0063,2024-08-01,8,23.5,1
CUST_0063,2024-09-01,6,22.7,0
CUST_0063,2024-10-01,2,22.3,1
CUST_0063,2024-11-01,1,29.2,1
CUST_0063,2024-12-01,8,29.8,1
CUST_0063,2025-01-01,3,19.1,1
CUST_0064,2024-05-01,9,72.0,7
CUST_0064,2024-06-01,13,65.3,8
CUST_0064,2024-07-01,9,63.1,6
CUST_0064,2024-08-01,10,70.5,7
CUST_0064,2024-09-01,10,64.6,6
CUST_0064,2024-10-01,12,66.6,8
CUST_0064,2024-11-01,10,52.6,5
CUST_0064,2024-12-01,13,74.5,10
CUST_0064,2025-01-01,13,78.1,10
CUST_0065,2023-09-01,6,27.1,0
CUST_0065,2023-10-01,3,27.6,1
CUST_0065,2023-11-01,5,8.8,1
CUST_0065,2023-12-01,5,14.8,1
CUST_0065,2024-01-01,2,25.2,0
CUST_0065,2024-02-01,5,19.2,1
CUST_0065,2024-03-01,3,35.8,1
CUST_0065,2024-04-01,3,15.1,1
CUST_0065,2024-05-01,8,24.5,0
CUST_0065,2024-06-01,2,34.8,0
CUST_0065,2024-07-01,5,27.6,0
CUST_0065,2024-08-01,1,30.8,1
CUST_0065,2024-09-01,6,21.3,0
CUST_0065,2024-10-01,6,22.4,0
CUST_0065,2024-11-01,4,9.3,0
CUST_0065,2024-12-01,7,10.0,1
CUST_0065,2025-01-01,9,20.9,1
CUST_0066,2024-02-01,3,12.4,0
CUST_0066,2024-03-01,0,21.4,0
CUST_0066,2024-04-01,3,18.2,0
CUST_0066,2024-05-01,2,24.2,1
CUST_0066,2024-06-01,4,16.6,1
CUST_0066,2024-07-01,4,14.0,1
CUST_0066,2024-08-01,5,14.9,1
CUST_0066,2024-09-01,7,20.7,1
CUST_0066,2024-10-01,5,30.3,1
CUST_0066,2024-11-01,9,28.8,1
CUST_0066,2024-12-01,3,15.9,1
CUST_0066,2025-01-01,4,20.7,0
CUST_0067,2023-11-01,7,23.7,1
CUST_0067,2023-12-01,7,14.3,0
CUST_0067,2024-01-01,2,24.5,0
CUST_0067,2024-02-01,4,18.8,1
CUST_0067,2024-03-01,7,17.0,0
CUST_0067,2024-04-01,3,24.6,1
CUST_0067,2024-05-01,5,18.8,0
CUST_0067,2024-06-01,11,25.9,1
CUST_0067,2024-07-01,4,9.7,0
CUST_0067,2024-08-01,5,22.4,0
CUST_0067,2024-09-01,6,15.4,0
CUST_0067,2024-10-01,6,28.0,0
CUST_0067,2024-11-01,5,27.3,1
CUST_0067,2024-12-01,4,21.3,0
CUST_0067,2025-01-01,3,24.9,1
CUST_0068,2023-12-01,4,14.7,1
CUST_0068,2024-01-01,15,30.8,2
CUST_0068,2024-02-01,4,28.4,1
CUST_0068,2024-03-01,6,36.6,1
CUST_0068,2024-04-01,5,25.6,1
CUST_0068,2024-05-01,5,27.5,1
CUST_0068,2024-06-01,2,23.4,0
CUST_0068,2024-07-01,7,25.4,0
CUST_0068,2024-08-01,9,22.0,1
CUST_0068,2024-09-01,9,31.4,1
CUST_0068,2024-10-01,9,23.9,1
CUST_0068,2024-11-01,9,27.4,1
CUST_0068,2024-12-01,8,25.5,1
CUST_0068,2025-01-01,8,11.4,0
CUST_0069,2024-06-01,10,16.8,1
CUST_0069,2024-07-01,7,23.4,0
CUST_0069,2024-08-01,6,9.0,0
CUST_0069,2024-09-01,7,8.5,0
CUST_0069,2024-10-01,8,14.8,0
CUST_0069,2024-11-01,7,17.1,1
CUST_0069,2024-12-01,12,27.6,1
CUST_0069,2025-01-01,7,15.3,1
CUST_0070,2024-06-01,1,13.6,1
CUST_0070,2024-07-01,3,27.0,1
CUST_0070,2024-08-01,8,23.8,0
CUST_0071,2023-09-01,6,37.8,1
CUST_0071,2023-10-01,4,46.3,2
CUST_0071,2023-11-01,7,33.6,1
CUST_0071,2023-12-01,3,38.0,1
CUST_0071,2024-01-01,2,36.4,1
CUST_0071,2024-02-01,4,42.2,2
CUST_0071,2024-03-01,7,35.8,1
CUST_0071,2024-04-01,6,47.4,2
CUST_0071,2024-05-01,4,32.6,1
CUST_0071,2024-06-01,10,38.9,3
CUST_0071,2024-07-01,6,33.1,2
CUST_0071,2024-08-01,6,43.6,2
CUST_0072,2024-11-01,8,35.2,2
CUST_0072,2024-12-01,5,24.0,1
CUST_0072,2025-01-01,7,22.9,0
CUST_0073,2024-04-01,6,45.9,2
CUST_0073,2024-05-01,8,34.3,2
CUST_0073,2024-06-01,7,44.0,3
CUST_0073,2024-07-01,8,51.4,4
CUST_0073,2024-08-01,4,35.0,2
CUST_0073,2024-09-01,10,32.6,2
CUST_0073,2024-10-01,5,49.5,3
CUST_0073,2024-11-01,8,40.5,3
CUST_0073,2024-12-01,6,31.8,1
CUST_0073,2025-01-01,13,39.2,4
CUST_0074,2023-07-01,8,24.0,1
CUST_0074,2023-08-01,4,7.4,1
CUST_0074,2023-09-01,7,12.6,1
CUST_0074,2023-10-01,8,20.5,1
CUST_0074,2023-11-01,5,16.3,1
CUST_0074,2023-12-01,4,31.0,1
CUST_0074,2024-01-01,4,17.8,1
CUST_0074,2024-02-01,3,21.2,0
CUST_0074,2024-03-01,6,9.6,0
CUST_0074,2024-04-01,2,20.3,1
CUST_0074,2024-05-01,8,24.2,0
CUST_0074,2024-06-01,4,26.4,1
CUST_0074,2024-07-01,7,20.9,0
CUST_0074,2024-08-01,9,31.1,2
CUST_0074,2024-09-01,1,28.6,1
CUST_0074,2024-10-01,3,23.3,1
CUST_0074,2024-11-01,3,32.8,1
CUST_0074,2024-12-01,2,22.8,1
CUST_0074,2025-01-01,2,16.1,0
CUST_0075,2024-04-01,9,18.9,1
CUST_0075,2024-05-01,6,21.7,1
CUST_0075,2024-06-01,5,27.2,1
CUST_0075,2024-07-01,7,27.5,1
CUST_0075,2024-08-01,4,10.4,0
CUST_0075,2024-09-01,3,22.3,1
CUST_0075,2024-10-01,3,18.6,1
CUST_0075,2024-11-01,4,19.6,1
CUST_0075,2024-12-01,6,16.4,1
CUST_0075,2025-01-01,5,30.1,1
CUST_0076,2024-09-01,5,30.6,1
CUST_0076,2024-10-01,4,37.4,1
CUST_0076,2024-11-01,2,17.9,1
CUST_0076,2024-12-01,7,38.9,2
CUST_0076,2025-01-01,3,23.9,1
CUST_0077,2024-12-01,4,32.3,1
CUST_0077,2025-01-01,7,29.8,2
CUST_0078,2024-07-01,6,36.2,1
CUST_0078,2024-08-01,6,40.2,2
CUST_0078,2024-09-01,7,33.7,2
CUST_0078,2024-10-01,8,40.8,3
CUST_0078,2024-11-01,11,39.6,2
CUST_0078,2024-12-01,7,40.7,2
CUST_0078,2025-01-01,10,32.3,2
CUST_0079,2023-10-01,2,21.1,1
CUST_0079,2023-11-01,5,19.1,1
CUST_0079,2023-12-01,3,21.5,0
CUST_0079,2024-01-01,5,22.3,1
CUST_0079,2024-02-01,2,21.5,1
CUST_0079,2024-03-01,5,24.5,1
CUST_0079,2024-04-01,2,24.1,1
CUST_0079,2024-05-01,3,23.8,1
CUST_0079,2024-06-01,5,23.3,0
CUST_0079,2024-07-01,7,19.5,1
CUST_0079,2024-08-01,6,18.5,0
CUST_0079,2024-09-01,5,28.9,1
CUST_0079,2024-10-01,6,13.1,1
CUST_0079,2024-11-01,2,14.3,1
CUST_0079,2024-12-01,5,24.0,1
CUST_0079,2025-01-01,6,22.2,1
CUST_0080,2024-04-01,5,20.3,1
CUST_0080,2024-05-01,5,13.4,0
CUST_0080,2024-06-01,4,22.0,1
CUST_0080,2024-07-01,3,20.7,0
CUST_0080,2024-08-01,5,13.6,0
CUST_0080,2024-09-01,8,20.2,0
CUST_0080,2024-10-01,5,13.3,1
CUST_0080,2024-11-01,12,12.5,1
CUST_0080,2024-12-01,11,9.5,0
CUST_0080,2025-01-01,5,22.2,0
CUST_0081,2023-09-01,4,27.8,1
CUST_0081,2023-10-01,6,22.5,1
CUST_0081,2023-11-01,7,18.1,0
CUST_0081,2023-12-01,5,26.3,0
CUST_0081,2024-01-01,5,13.2,0
CUST_0081,2024-02-01,5,25.4,0
CUST_0081,2024-03-01,11,20.4,0
CUST_0081,2024-04-01,7,15.5,1
CUST_0081,2024-05-01,6,12.8,0
CUST_0081,2024-06-01,6,11.9,0
CUST_0081,2024-07-01,9,13.9,0
CUST_0081,2024-08-01,6,21.2,0
CUST_0081,2024-09-01,7,22.2,1
CUST_0081,2024-10-01,3,18.0,0
CUST_0081,2024-11-01,2,15.1,0
CUST_0081,2024-12-01,4,5.5,0
CUST_0081,2025-01-01,4,15.2,1
CUST_0082,2024-03-01,1,25.4,1
CUST_0082,2024-04-01,4,21.2,0
CUST_0082,2024-05-01,4,32.2,1
CUST_0082,2024-06-01,10,30.8,2
CUST_0082,2024-07-01,7,22.5,1
CUST_0082,2024-08-01,3,22.5,0
CUST_0082,2024-09-01,5,21.5,1
CUST_0082,2024-10-01,2,21.3,1
CUST_0082,2024-11-01,6,23.2,1
CUST_0082,2024-12-01,2,20.3,0
CUST_0082,2025-01-01,5,21.1,1
CUST_0083,2023-12-01,4,18.3,1
CUST_0083,2024-01-01,6,20.9,1
CUST_0083,2024-02-01,6,18.7,1
CUST_0083,2024-03-01,4,10.0,1
CUST_0083,2024-04-01,5,17.0,0
CUST_0083,2024-05-01,4,22.4,1
CUST_0083,2024-06-01,7,19.4,1
CUST_0083,2024-07-01,5,16.0,0
CUST_0083,2024-08-01,3,25.8,1
CUST_0083,2024-09-01,3,15.4,1
CUST_0083,2024-10-01,2,26.3,0
CUST_0083,2024-11-01,3,18.1,0
CUST_0083,2024-12-01,5,22.6,0
CUST_0083,2025-01-01,5,14.2,0
CUST_0084,2023-11-01,7,23.8,1
CUST_0084,2023-12-01,12,19.5,1
CUST_0084,2024-01-01,9,23.7,1
CUST_0084,2024-02-01,10,23.3,1
CUST_0085,2023-05-01,4,21.4,1
CUST_0085,2023-06-01,1,31.4,1
CUST_0085,2023-07-01,7,13.7,0
CUST_0085,2023-08-01,5,24.9,0
CUST_0085,2023-09-01,1,21.7,1
CUST_0085,2023-10-01,4,24.1,0
CUST_0085,2023-11-01,9,22.8,0
CUST_0085,2023-12-01,7,14.6,1
CUST_0085,2024-01-01,8,31.3,1
CUST_0085,2024-02-01,3,27.9,1
CUST_0085,2024-03-01,6,28.7,1
CUST_0085,2024-04-01,7,19.9,1
CUST_0085,2024-05-01,2,18.6,0
CUST_0085,2024-06-01,2,25.2,0
CUST_0085,2024-07-01,8,24.8,1
CUST_0085,2024-08-01,6,24.2,1
CUST_0085,2024-09-01,3,31.4,1
CUST_0085,2024-10-01,6,23.7,0
CUST_0085,2024-11-01,2,33.7,0
CUST_0085,2024-12-01,6,29.4,1
CUST_0085,2025-01-01,4,26.8,1
CUST_0086,2023-09-01,4,34.5,1
CUST_0086,2023-10-01,1,46.3,0
CUST_0086,2023-11-01,4,37.8,2
CUST_0086,2023-12-01,6,51.3,3
CUST_0086,2024-01-01,7,27.7,1
CUST_0086,2024-02-01,8,29.4,1
CUST_0086,2024-03-01,6,35.7,1
CUST_0086,2024-04-01,8,44.0,3
CUST_0086,2024-05-01,6,33.1,1
CUST_0087,2023-03-01,9,3.5,1
CUST_0087,2023-04-01,4,7.2,0
CUST_0087,2023-05-01,1,24.1,0
CUST_0087,2023-06-01,4,26.1,0
CUST_0087,2023-07-01,4,12.7,0
CUST_0087,2023-08-01,3,21.1,0
CUST_0087,2023-09-01,4,17.7,1
CUST_0087,2023-10-01,7,9.0,0
CUST_0087,2023-11-01,5,19.4,0
CUST_0087,2023-12-01,2,5.8,1
CUST_0087,2024-01-01,2,14.2,1
CUST_0087,2024-02-01,2,5.1,1
CUST_0087,2024-03-01,5,2.0,0
CUST_0087,2024-04-01,4,19.0,1
CUST_0087,2024-05-01,5,10.2,1
CUST_0087,2024-06-01,3,13.1,1
CUST_0087,2024-07-01,7,19.8,0
CUST_0087,2024-08-01,7,19.5,0
CUST_0087,2024-09-01,9,10.1,1
CUST_0087,2024-10-01,7,30.6,2
CUST_0087,2024-11-01,7,21.7,0
CUST_0087,2024-12-01,6,14.6,0
CUST_0087,2025-01-01,2,24.8,1
CUST_0088,2024-05-01,8,2.0,1
CUST_0088,2024-06-01,4,8.7,1
CUST_0088,2024-07-01,9,8.3,1
CUST_0088,2024-08-01,7,17.5,1
CUST_0088,2024-09-01,5,15.8,1
CUST_0088,2024-10-01,2,18.6,1
CUST_0088,2024-11-01,6,16.5,0
CUST_0088,2024-12-01,4,12.2,0
CUST_0088,2025-01-01,1,8.6,0
CUST_0089,2023-07-01,4,41.0,1
CUST_0089,2023-08-01,6,37.6,2
CUST_0089,2023-09-01,7,45.1,3
CUST_0089,2023-10-01,5,26.0,1
CUST_0089,2023-11-01,8,29.4,2
CUST_0089,2023-12-01,10,23.9,0
CUST_0089,2024-01-01,7,31.8,1
CUST_0089,2024-02-01,3,30.9,1
CUST_0089,2024-03-01,5,36.0,1
CUST_0089,2024-04-01,2,27.9,0
CUST_0089,2024-05-01,4,31.1,1
CUST_0089,2024-06-01,7,28.1,1
CUST_0089,2024-07-01,8,28.3,1
CUST_0089,2024-08-01,5,30.6,1
CUST_0089,2024-09-01,8,32.3,2
CUST_0089,2024-10-01,9,30.7,1
CUST_0089,2024-11-01,8,37.6,2
CUST_0090,2023-07-01,7,47.1,2
CUST_0090,2023-08-01,7,41.6,2
CUST_0090,2023-09-01,4,47.5,2
CUST_0090,2023-10-01,11,50.6,5
CUST_0090,2023-11-01,3,48.7,1
CUST_0090,2023-12-01,8,38.5,2
CUST_0090,2024-01-01,9,56.7,5
CUST_0090,2024-02-01,5,41.8,2
CUST_0090,2024-03-01,6,34.0,2
CUST_0090,2024-04-01,13,48.8,5
CUST_0090,2024-05-01,7,42.9,2
CUST_0090,2024-06-01,16,42.5,5
CUST_0090,2024-07-01,7,39.2,2
CUST_0090,2024-08-01,7,46.0,3
CUST_0090,2024-09-01,13,30.6,2
CUST_0090,2024-10-01,10,31.2,2
CUST_0090,2024-11-01,8,41.2,3
CUST_0090,2024-12-01,5,41.3,2
CUST_0090,2025-01-01,8,41.2,2
CUST_0091,2023-07-01,4,26.1,0
CUST_0091,2023-08-01,0,16.3,0
CUST_0091,2023-09-01,4,19.3,1
CUST_0091,2023-10-01,5,20.3,0
CUST_0091,2023-11-01,3,7.2,1
CUST_0091,2023-12-01,3,10.4,0
CUST_0091,2024-01-01,2,12.2,1
CUST_0091,2024-02-01,1,19.7,0
CUST_0091,2024-03-01,5,14.0,0
CUST_0091,2024-04-01,1,19.9,0
CUST_0091,2024-05-01,3,20.8,1
CUST_0091,2024-06-01,4,10.0,1
CUST_0091,2024-07-01,2,15.7,0
CUST_0091,2024-08-01,3,12.1,1
CUST_0091,2024-09-01,4,16.9,1
CUST_0091,2024-10-01,2,19.4,1
CUST_0091,2024-11-01,2,14.6,1
CUST_0091,2024-12-01,5,10.7,0
CUST_0091,2025-01-01,1,4.7,0
CUST_0092,2023-07-01,11,83.8,10
CUST_0092,2023-08-01,12,76.8,10
CUST_0092,2023-09-01,10,94.7,10
CUST_0093,2024-12-01,5,35.7,1
CUST_0093,2025-01-01,4,9.0,1
CUST_0094,2023-10-01,10,48.8,4
CUST_0094,2023-11-01,3,55.0,1
CUST_0094,2023-12-01,14,58.0,7
CUST_0094,2024-01-01,11,59.7,6
CUST_0094,2024-02-01,3,52.4,2
CUST_0094,2024-03-01,8,72.9,5
CUST_0094,2024-04-01,9,65.5,6
CUST_0094,2024-05-01,14,64.7,8
CUST_0094,2024-06-01,8,60.7,4
CUST_0094,2024-07-01,8,58.6,4
CUST_0094,2024-08-01,8,56.1,4
CUST_0094,2024-09-01,8,61.5,5
CUST_0095,2024-01-01,3,22.6,0
CUST_0095,2024-02-01,6,13.6,1
CUST_0095,2024-03-01,5,20.5,0
CUST_0095,2024-04-01,6,9.6,1
CUST_0095,2024-05-01,6,31.5,1
CUST_0095,2024-06-01,7,25.9,0
CUST_0095,2024-07-01,3,17.2,0
CUST_0095,2024-08-01,2,12.0,0
CUST_0095,2024-09-01,7,18.0,0
CUST_0095,2024-10-01,2,20.9,1
CUST_0095,2024-11-01,2,18.4,0
CUST_0095,2024-12-01,1,26.2,0
CUST_0095,2025-01-01,5,20.5,1
CUST_0096,2024-11-01,12,90.4,12
CUST_0096,2024-12-01,11,90.3,11
CUST_0096,2025-01-01,12,85.8,11
CUST_0097,2024-03-01,2,33.1,0
CUST_0097,2024-04-01,6,32.6,1
CUST_0097,2024-05-01,5,17.0,0
CUST_0097,2024-06-01,11,28.0,1
CUST_0097,2024-07-01,7,36.8,1
CUST_0097,2024-08-01,3,22.9,0
CUST_0097,2024-09-01,9,43.0,3
CUST_0097,2024-10-01,5,23.9,1
CUST_0097,2024-11-01,4,32.9,1
CUST_0097,2024-12-01,8,26.8,0
CUST_0097,2025-01-01,4,36.9,1
CUST_0098,2024-08-01,7,60.5,4
CUST_0098,2024-09-01,10,52.4,5
CUST_0098,2024-10-01,11,73.5,8
CUST_0098,2024-11-01,10,59.6,6
CUST_0098,2024-12-01,6,66.3,4
CUST_0098,2025-01-01,12,60.4,7
CUST_0099,2024-03-01,4,25.4,0
CUST_0099,2024-04-01,6,27.3,1
CUST_0099,2024-05-01,3,21.2,0
CUST_0099,2024-06-01,3,14.0,0
CUST_0099,2024-07-01,5,33.3,1
CUST_0099,2024-08-01,1,20.7,1
CUST_0099,2024-09-01,6,29.5,1
CUST_0099,2024-10-01,7,28.1,0
CUST_0099,2024-11-01,4,26.1,0
CUST_0099,2024-12-01,3,26.4,1
CUST_0099,2025-01-01,2,24.8,0
CUST_0100,2023-11-01,7,8.9,1
CUST_0100,2023-12-01,1,19.1,0
CUST_0100,2024-01-01,3,19.7,1
CUST_0100,2024-02-01,0,16.1,0
CUST_0100,2024-03-01,1,8.5,1
CUST_0100,2024-04-01,4,14.9,1
CUST_0100,2024-05-01,4,15.3,0
CUST_0100,2024-06-01,6,17.5,0
CUST_0100,2024-07-01,2,17.2,0
CUST_0100,2024-08-01,4,12.8,1
CUST_0100,2024-09-01,4,18.7,1
CUST_0100,2024-10-01,2,28.8,1
CUST_0100,2024-11-01,5,21.4,1
CUST_0100,2024-12-01,7,10.1,1
CUST_0100,2025-01-01,5,14.3,1
CUST_0101,2023-06-01,3,21.1,1
CUST_0101,2023-07-01,0,11.7,0
CUST_0101,2023-08-01,3,22.6,0
CUST_0101,2023-09-01,1,24.3,1
CUST_0101,2023-10-01,5,12.1,1
CUST_0101,2023-11-01,8,9.8,1
CUST_0101,2023-12-01,4,27.0,1
CUST_0101,2024-01-01,1,18.4,0
CUST_0101,2024-02-01,4,31.0,1
CUST_0101,2024-03-01,3,16.5,0
CUST_0101,2024-04-01,1,15.0,0
CUST_0101,2024-05-01,5,25.4,0
CUST_0101,2024-06-01,3,20.1,1
CUST_0101,2024-07-01,6,19.7,0
CUST_0101,2024-08-01,4,19.3,0
CUST_0101,2024-09-01,3,21.1,0
CUST_0101,2024-10-01,3,19.1,1
CUST_0101,2024-11-01,1,28.3,1
CUST_0101,2024-12-01,8,13.8,0
CUST_0101,2025-01-01,0,13.7,0
CUST_0102,2024-02-01,4,29.0,1
CUST_0102,2024-03-01,8,39.0,2
CUST_0102,2024-04-01,8,21.9,0
CUST_0102,2024-05-01,8,34.7,2
CUST_0102,2024-06-01,10,27.3,1
CUST_0102,2024-07-01,3,33.4,1
CUST_0102,2024-08-01,6,24.8,0
CUST_0102,2024-09-01,9,40.7,2
CUST_0102,2024-10-01,5,19.4,1
CUST_0102,2024-11-01,6,17.4,1
CUST_0102,2024-12-01,5,37.1,1
CUST_0102,2025-01-01,11,27.8,1
CUST_0103,2024-04-01,3,27.5,1
CUST_0103,2024-05-01,2,27.2,1
CUST_0103,2024-06-01,2,16.7,0
CUST_0103,2024-07-01,2,25.6,1
CUST_0103,2024-08-01,3,15.8,1
CUST_0103,2024-09-01,4,20.1,0
CUST_0103,2024-10-01,4,26.9,1
CUST_0103,2024-11-01,4,15.1,0
CUST_0103,2024-12-01,1,27.6,0
CUST_0103,2025-01-01,3,29.9,0
CUST_0104,2024-09-01,4,28.9,1
CUST_0104,2024-10-01,7,26.4,1
CUST_0104,2024-11-01,5,25.4,1
CUST_0104,2024-12-01,2,15.9,0
CUST_0104,2025-01-01,4,21.7,0
CUST_0105,2024-02-01,6,24.7,1
CUST_0105,2024-03-01,6,23.9,1
CUST_0105,2024-04-01,9,19.8,0
CUST_0105,2024-05-01,7,26.7,1
CUST_0105,2024-06-01,1,30.2,0
CUST_0105,2024-07-01,3,26.5,0
CUST_0105,2024-08-01,10,25.9,1
CUST_0105,2024-09-01,8,28.2,1
CUST_0105,2024-10-01,4,18.7,0
CUST_0106,2023-06-01,3,27.0,0
CUST_0106,2023-07-01,9,35.2,2
CUST_0106,2023-08-01,3,28.5,0
CUST_0106,2023-09-01,8,37.8,2
CUST_0106,2023-10-01,11,35.4,2
CUST_0106,2023-11-01,9,24.7,1
CUST_0106,2023-12-01,4,27.8,0
CUST_0106,2024-01-01,8,28.5,1
CUST_0106,2024-02-01,8,35.0,2
CUST_0106,2024-03-01,9,18.6,1
CUST_0106,2024-04-01,10,36.7,2
CUST_0106,2024-05-01,9,24.9,1
CUST_0106,2024-06-01,12,36.3,2
CUST_0106,2024-07-01,8,39.2,2
CUST_0106,2024-08-01,7,25.7,1
CUST_0106,2024-09-01,11,29.6,1
CUST_0106,2024-10-01,5,21.8,0
CUST_0106,2024-11-01,9,12.9,1
CUST_0106,2024-12-01,10,36.2,2
CUST_0106,2025-01-01,8,28.7,1
CUST_0107,2024-03-01,8,6.3,0
CUST_0107,2024-04-01,4,15.5,0
CUST_0107,2024-05-01,6,18.1,1
CUST_0107,2024-06-01,4,15.0,1
CUST_0107,2024-07-01,7,22.0,0
CUST_0107,2024-08-01,3,15.5,1
CUST_0107,2024-09-01,11,14.9,1
CUST_0107,2024-10-01,3,17.8,0
CUST_0107,2024-11-01,3,13.0,0
CUST_0107,2024-12-01,6,19.0,1
CUST_0107,2025-01-01,7,11.0,0
CUST_0108,2024-11-01,14,53.2,7
CUST_0108,2024-12-01,10,54.5,5
CUST_0108,2025-01-01,6,48.7,2
CUST_0109,2023-11-01,6,34.1,1
CUST_0109,2023-12-01,2,35.0,1
CUST_0109,2024-01-01,7,29.6,1
CUST_0109,2024-02-01,7,40.7,2
CUST_0109,2024-03-01,7,40.4,3
CUST_0109,2024-04-01,8,31.4,1
CUST_0109,2024-05-01,10,29.3,1
CUST_0109,2024-06-01,9,31.3,1
CUST_0109,2024-07-01,6,27.4,1
CUST_0109,2024-08-01,2,32.5,0
CUST_0109,2024-09-01,8,26.0,1
CUST_0109,2024-10-01,9,35.7,2
CUST_0109,2024-11-01,0,23.7,0
CUST_0109,2024-12-01,5,31.0,1
CUST_0109,2025-01-01,5,28.8,0
CUST_0110,2023-08-01,13,88.5,12
CUST_0110,2023-09-01,7,99.7,7
CUST_0110,2023-10-01,10,83.1,8
CUST_0110,2023-11-01,5,97.8,5
CUST_0110,2023-12-01,7,86.1,7
CUST_0110,2024-01-01,17,90.3,16
CUST_0110,2024-02-01,9,94.8,9
CUST_0110,2024-03-01,16,90.6,15
CUST_0110,2024-04-01,10,89.8,10
CUST_0110,2024-05-01,7,99.1,7
CUST_0110,2024-06-01,10,86.0,9
CUST_0110,2024-07-01,12,88.2,12
CUST_0110,2024-08-01,12,94.1,12
CUST_0110,2024-09-01,6,92.7,6
CUST_0110,2024-10-01,12,96.7,12
CUST_0110,2024-11-01,12,95.8,12
CUST_0110,2024-12-01,9,85.1,8
CUST_0110,2025-01-01,14,79.8,12
CUST_0111,2023-08-01,1,16.4,0
CUST_0111,2023-09-01,3,18.7,0
CUST_0111,2023-10-01,4,18.3,1
CUST_0111,2023-11-01,2,21.5,1
CUST_0111,2023-12-01,3,16.7,1
CUST_0111,2024-01-01,2,19.6,1
CUST_0111,2024-02-01,4,21.2,1
CUST_0111,2024-03-01,4,25.2,1
CUST_0111,2024-04-01,4,16.0,0
CUST_0111,2024-05-01,3,25.3,1
CUST_0111,2024-06-01,4,24.8,1
CUST_0111,2024-07-01,2,16.2,1
CUST_0111,2024-08-01,9,15.5,0
CUST_0111,2024-09-01,3,30.9,1
CUST_0111,2024-10-01,6,23.1,1
CUST_0111,2024-11-01,4,18.8,1
CUST_0111,2024-12-01,6,21.1,1
CUST_0111,2025-01-01,7,7.7,0
CUST_0112,2024-07-01,10,30.1,1
CUST_0112,2024-08-01,5,35.3,2
CUST_0112,2024-09-01,9,28.9,1
CUST_0112,2024-10-01,4,38.6,1
CUST_0112,2024-11-01,11,44.6,3
CUST_0112,2024-12-01,4,31.3,1
CUST_0112,2025-01-01,5,42.8,2
CUST_0113,2023-09-01,9,56.8,4
CUST_0113,2023-10-01,7,61.1,5
CUST_0113,2023-11-01,9,68.5,6
CUST_0113,2023-12-01,8,50.8,4
CUST_0113,2024-01-01,4,57.2,2
CUST_0113,2024-02-01,16,52.3,7
CUST_0113,2024-03-01,9,60.9,5
CUST_0113,2024-04-01,14,56.2,7
CUST_0113,2024-05-01,10,57.6,5
CUST_0113,2024-06-01,11,61.2,6
CUST_0113,2024-07-01,15,46.8,6
CUST_0114,2024-06-01,3,8.5,0
CUST_0114,2024-07-01,6,11.4,1
CUST_0114,2024-08-01,3,16.8,1
CUST_0114,2024-09-01,8,15.5,0
CUST_0114,2024-10-01,5,27.2,1
CUST_0114,2024-11-01,10,9.2,0
CUST_0114,2024-12-01,6,13.1,0
CUST_0114,2025-01-01,6,9.7,1
CUST_0115,2023-07-01,3,90.7,3
CUST_0115,2023-08-01,8,99.4,8
CUST_0115,2023-09-01,9,107.5,9
CUST_0115,2023-10-01,7,83.3,7
CUST_0115,2023-11-01,10,103.3,10
CUST_0115,2023-12-01,9,90.1,9
CUST_0115,2024-01-01,13,95.2,13
CUST_0115,2024-02-01,7,92.3,7
CUST_0116,2024-03-01,8,72.9,6
CUST_0116,2024-04-01,4,70.7,3
CUST_0116,2024-05-01,10,69.1,6
CUST_0116,2024-06-01,11,55.8,6
CUST_0116,2024-07-01,12,69.1,8
CUST_0116,2024-08-01,8,72.7,6
CUST_0116,2024-09-01,8,63.1,5
CUST_0116,2024-10-01,8,61.0,4
CUST_0116,2024-11-01,9,72.0,7
CUST_0116,2024-12-01,10,77.2,8
CUST_0116,2025-01-01,17,65.0,10
CUST_0117,2024-12-01,6,84.6,5
CUST_0117,2025-01-01,4,73.0,3
