company_id,month,active_users,logins,features_used,key_action_count
CUST_0120,2025-01-01,17,394,9,95
CUST_0121,2024-07-01,58,650,4,550
CUST_0121,2024-08-01,61,1392,4,146
CUST_0121,2024-09-01,54,593,6,535
CUST_0121,2024-10-01,59,748,5,319
CUST_0121,2024-11-01,25,483,2,179
CUST_0121,2024-12-01,26,336,2,151
CUST_0121,2025-01-01,23,440,2,98
CUST_0122,2024-09-01,8,102,7,42
CUST_0122,2024-10-01,9,142,11,66
CUST_0122,2024-11-01,8,98,8,29
CUST_0122,2024-12-01,8,184,7,70
CUST_0122,2025-01-01,8,198,9,48
CUST_0123,2024-11-01,73,996,9,288
CUST_0123,2024-12-01,53,937,5,522
CUST_0123,2025-01-01,54,1086,6,193
CUST_0124,2024-06-01,65,558,7,545
CUST_0124,2024-07-01,70,1147,7,485
CUST_0124,2024-08-01,58,1013,7,466
CUST_0124,2024-09-01,61,997,6,307
CUST_0124,2024-10-01,63,1030,10,415
CUST_0124,2024-11-01,63,602,7,156
CUST_0124,2024-12-01,56,499,6,374
CUST_0124,2025-01-01,58,1152,5,408
CUST_0125,2023-12-01,47,785,8,134
CUST_0125,2024-01-01,40,451,6,385
CUST_0125,2024-02-01,53,1225,10,256
CUST_0125,2024-03-01,45,367,7,317
CUST_0125,2024-04-01,40,921,8,374
CUST_0125,2024-05-01,44,995,9,89
CUST_0125,2024-06-01,39,792,6,160
CUST_0125,2024-07-01,38,943,6,321
CUST_0126,2024-07-01,138,1618,5,856
CUST_0126,2024-08-01,78,1273,4,746
CUST_0126,2024-09-01,75,721,2,295
CUST_0126,2024-10-01,51,529,2,356
CUST_0126,2024-11-01,51,613,2,419
CUST_0126,2024-12-01,60,618,3,458
CUST_0126,2025-01-01,35,327,1,87
CUST_0127,2024-12-01,44,636,11,383
CUST_0127,2025-01-01,42,927,12,266
CUST_0128,2024-02-01,288,7127,11,1256
CUST_0128,2024-03-01,249,4369,8,1336
CUST_0128,2024-04-01,259,6260,11,2371
CUST_0128,2024-05-01,269,4910,11,989
CUST_0128,2024-06-01,232,4841,7,982
CUST_0128,2024-07-01,287,2323,11,2854
CUST_0128,2024-08-01,250,5229,7,2175
CUST_0128,2024-09-01,273,2190,11,1057
CUST_0128,2024-10-01,242,4785,7,1359
CUST_0128,2024-11-01,302,4576,12,2927
CUST_0128,2024-12-01,274,6655,9,1840
CUST_0128,2025-01-01,263,4812,10,1332
CUST_0129,2023-03-01,32,556,10,128
CUST_0129,2023-04-01,33,701,12,85
CUST_0129,2023-05-01,32,611,12,117
CUST_0129,2023-06-01,31,601,10,221
CUST_0129,2023-07-01,33,516,11,105
CUST_0129,2023-08-01,33,780,11,220
CUST_0129,2023-09-01,34,753,11,216
CUST_0129,2023-10-01,31,481,9,167
CUST_0129,2023-11-01,31,501,10,174
CUST_0129,2023-12-01,29,466,10,166
CUST_0129,2024-01-01,27,287,9,116
CUST_0129,2024-02-01,27,304,9,204
CUST_0129,2024-03-01,27,376,8,73
CUST_0129,2024-04-01,29,721,9,190
CUST_0129,2024-05-01,31,383,8,138
CUST_0129,2024-06-01,31,340,10,258
CUST_0129,2024-07-01,32,440,10,86
CUST_0129,2024-08-01,33,472,10,249
CUST_0129,2024-09-01,30,493,10,147
CUST_0129,2024-10-01,30,452,12,298
CUST_0129,2024-11-01,30,376,11,178
CUST_0129,2024-12-01,27,432,8,200
CUST_0129,2025-01-01,30,721,11,78
CUST_0130,2023-12-01,58,641,9,488
CUST_0130,2024-01-01,66,1343,12,481
CUST_0130,2024-02-01,67,551,11,616
CUST_0130,2024-03-01,61,1295,9,365
CUST_0130,2024-04-01,52,1220,10,201
CUST_0130,2024-05-01,57,1044,9,445
CUST_0130,2024-06-01,61,1424,10,148
CUST_0130,2024-07-01,63,1450,10,335
CUST_0130,2024-08-01,58,758,10,392
CUST_0130,2024-09-01,58,877,10,502
CUST_0130,2024-10-01,59,1315,9,186
CUST_0130,2024-11-01,59,844,8,538
CUST_0130,2024-12-01,58,1136,9,295
CUST_0130,2025-01-01,57,1088,7,409
CUST_0131,2024-11-01,75,736,9,182
CUST_0131,2024-12-01,66,894,7,582
CUST_0131,2025-01-01,81,750,9,199
CUST_0132,2024-06-01,18,247,8,91
CUST_0132,2024-07-01,14,134,7,56
CUST_0132,2024-08-01,18,253,9,135
CUST_0132,2024-09-01,12,210,6,95
CUST_0132,2024-10-01,13,136,6,114
CUST_0132,2024-11-01,11,154,5,51
CUST_0132,2024-12-01,12,103,3,98
CUST_0132,2025-01-01,8,112,4,78
CUST_0133,2023-12-01,6,91,1,25
CUST_0133,2024-01-01,7,70,3,47
CUST_0133,2024-02-01,5,84,2,26
CUST_0133,2024-03-01,5,87,3,25
CUST_0133,2024-04-01,3,66,1,26
CUST_0134,2023-07-01,12,183,2,41
CUST_0134,2023-08-01,14,262,4,108
CUST_0134,2023-09-01,9,194,4,37
CUST_0134,2023-10-01,12,281,4,32
CUST_0134,2023-11-01,5,40,4,49
CUST_0134,2023-12-01,7,132,2,34
CUST_0134,2024-01-01,3,68,0,22
CUST_0134,2024-02-01,1,13,0,7
CUST_0134,2024-03-01,1,8,1,7
CUST_0134,2024-04-01,1,8,0,5
CUST_0134,2024-05-01,1,20,0,7
CUST_0134,2024-06-01,1,15,0,2
CUST_0134,2024-07-01,1,21,1,8
CUST_0134,2024-08-01,1,15,0,7
CUST_0134,2024-09-01,1,20,0,2
CUST_0134,2024-10-01,1,20,0,8
CUST_0134,2024-11-01,1,17,0,2
CUST_0134,2024-12-01,1,11,0,9
CUST_0134,2025-01-01,1,8,1,4
CUST_0135,2024-12-01,80,1283,11,288
CUST_0135,2025-01-01,81,1536,10,484
CUST_0136,2023-07-01,123,2360,10,939
CUST_0136,2023-08-01,120,1421,10,258
CUST_0136,2023-09-01,99,1151,11,796
CUST_0136,2023-10-01,123,3013,12,820
CUST_0136,2023-11-01,118,2507,12,661
CUST_0136,2023-12-01,127,2698,10,1027
CUST_0136,2024-01-01,121,2309,11,395
CUST_0136,2024-02-01,116,2232,10,378
CUST_0136,2024-03-01,121,2674,11,1204
CUST_0136,2024-04-01,118,1102,11,473
CUST_0136,2024-05-01,117,2471,9,964
CUST_0136,2024-06-01,130,1503,11,631
CUST_0136,2024-07-01,116,1318,12,777
CUST_0136,2024-08-01,122,1012,10,863
CUST_0136,2024-09-01,111,2298,9,372
CUST_0136,2024-10-01,120,2278,12,774
CUST_0136,2024-11-01,117,1298,10,481
CUST_0136,2024-12-01,124,1991,12,1100
CUST_0136,2025-01-01,123,1422,12,475
CUST_0137,2024-04-01,67,773,7,451
CUST_0137,2024-05-01,56,1128,6,498
CUST_0137,2024-06-01,53,881,6,162
CUST_0137,2024-07-01,58,529,7,296
CUST_0137,2024-08-01,56,1309,6,381
CUST_0137,2024-09-01,56,799,6,357
CUST_0137,2024-10-01,46,1053,5,195
CUST_0137,2024-11-01,25,332,4,216
CUST_0137,2024-12-01,31,423,3,252
CUST_0137,2025-01-01,45,845,3,434
CUST_0138,2024-10-01,106,2614,9,868
CUST_0138,2024-11-01,100,937,9,860
CUST_0138,2024-12-01,106,1386,9,540
CUST_0138,2025-01-01,100,819,11,690
CUST_0139,2024-09-01,32,331,12,75
CUST_0139,2024-10-01,28,287,11,128
CUST_0139,2024-11-01,29,616,10,65
CUST_0139,2024-12-01,30,425,12,101
CUST_0139,2025-01-01,29,387,11,152
CUST_0140,2024-01-01,54,1074,11,412
CUST_0140,2024-02-01,58,771,11,484
CUST_0140,2024-03-01,57,1343,9,545
CUST_0140,2024-04-01,60,1109,11,466
CUST_0140,2024-05-01,55,1141,10,405
CUST_0140,2024-06-01,58,1392,12,403
CUST_0140,2024-07-01,59,983,12,229
CUST_0140,2024-08-01,57,831,11,122
CUST_0140,2024-09-01,57,1010,10,133
CUST_0140,2024-10-01,58,780,9,360
CUST_0140,2024-11-01,56,766,10,491
CUST_0140,2024-12-01,59,977,10,360
CUST_0140,2025-01-01,58,1130,10,285
CUST_0141,2023-05-01,121,2091,10,804
CUST_0141,2023-06-01,109,1072,6,686
CUST_0141,2023-07-01,102,1521,7,928
CUST_0141,2023-08-01,107,1126,8,1015
CUST_0141,2023-09-01,104,1247,9,848
CUST_0141,2023-10-01,101,1462,8,411
CUST_0141,2023-11-01,86,1981,7,714
CUST_0141,2023-12-01,74,616,5,288
CUST_0141,2024-01-01,89,1692,5,230
CUST_0141,2024-02-01,82,1678,4,195
CUST_0141,2024-03-01,75,691,7,414
CUST_0141,2024-04-01,63,758,4,449
CUST_0141,2024-05-01,53,800,3,193
CUST_0141,2024-06-01,54,546,3,511
CUST_0142,2024-12-01,9,202,10,19
CUST_0142,2025-01-01,9,197,9,29
CUST_0143,2024-10-01,164,2783,9,464
CUST_0143,2024-11-01,181,2714,9,862
CUST_0143,2024-12-01,164,2716,8,832
CUST_0143,2025-01-01,161,2647,9,1086
CUST_0144,2023-06-01,21,175,6,121
CUST_0144,2023-07-01,22,478,8,180
CUST_0144,2023-08-01,21,176,7,99
CUST_0144,2023-09-01,23,486,7,223
CUST_0144,2023-10-01,14,347,5,124
CUST_0144,2023-11-01,19,171,7,89
CUST_0144,2023-12-01,16,212,5,102
CUST_0144,2024-01-01,12,285,2,51
CUST_0144,2024-02-01,13,213,5,28
CUST_0145,2023-06-01,25,424,8,207
CUST_0145,2023-07-01,26,410,8,221
CUST_0145,2023-08-01,23,286,7,166
CUST_0145,2023-09-01,21,434,5,195
CUST_0145,2023-10-01,24,439,6,140
CUST_0145,2023-11-01,20,243,4,132
CUST_0145,2023-12-01,19,342,5,148
CUST_0145,2024-01-01,18,417,6,157
CUST_0145,2024-02-01,15,256,4,76
CUST_0145,2024-03-01,13,163,5,123
CUST_0145,2024-04-01,15,374,2,79
CUST_0145,2024-05-01,14,329,5,93
CUST_0145,2024-06-01,17,216,5,71
CUST_0145,2024-07-01,15,350,4,45
CUST_0145,2024-08-01,14,204,5,85
CUST_0145,2024-09-01,11,127,3,67
CUST_0145,2024-10-01,9,154,2,51
CUST_0145,2024-11-01,11,188,2,35
CUST_0145,2024-12-01,8,166,3,38
CUST_0145,2025-01-01,5,70,1,29
CUST_0146,2024-01-01,20,396,10,165
CUST_0146,2024-02-01,23,386,11,91
CUST_0146,2024-03-01,21,234,11,63
CUST_0146,2024-04-01,19,444,9,40
CUST_0146,2024-05-01,23,557,12,88
CUST_0146,2024-06-01,18,228,9,68
CUST_0146,2024-07-01,19,261,10,72
CUST_0146,2024-08-01,21,219,10,58
CUST_0146,2024-09-01,21,207,11,205
CUST_0146,2024-10-01,20,379,8,160
CUST_0146,2024-11-01,17,309,8,144
CUST_0146,2024-12-01,18,271,10,94
CUST_0146,2025-01-01,22,437,11,177
CUST_0147,2023-08-01,18,318,5,101
CUST_0147,2023-09-01,17,170,6,61
CUST_0147,2023-10-01,13,218,5,95
CUST_0147,2023-11-01,16,281,5,120
CUST_0147,2023-12-01,16,277,6,54
CUST_0147,2024-01-01,14,258,6,41
CUST_0147,2024-02-01,17,270,6,121
CUST_0147,2024-03-01,14,340,5,55
CUST_0147,2024-04-01,14,212,5,117
CUST_0147,2024-05-01,13,289,5,64
CUST_0147,2024-06-01,11,145,5,57
CUST_0147,2024-07-01,12,127,6,71
CUST_0147,2024-08-01,9,99,2,78
CUST_0147,2024-09-01,11,155,4,53
CUST_0147,2024-10-01,8,114,2,48
CUST_0147,2024-11-01,8,97,2,47
CUST_0147,2024-12-01,7,83,4,62
CUST_0147,2025-01-01,7,163,3,36
CUST_0148,2024-03-01,231,3296,10,768
CUST_0148,2024-04-01,207,4567,10,1534
CUST_0148,2024-05-01,235,3640,12,1217
CUST_0148,2024-06-01,230,5074,10,2272
CUST_0148,2024-07-01,243,5565,10,2120
CUST_0148,2024-08-01,244,4607,11,1299
CUST_0148,2024-09-01,227,5030,10,1756
CUST_0148,2024-10-01,211,1909,9,1458
CUST_0149,2024-11-01,4,39,4,17
CUST_0149,2024-12-01,4,37,4,31
CUST_0149,2025-01-01,4,47,4,26
CUST_0150,2024-07-01,342,3844,9,2265
CUST_0150,2024-08-01,300,5910,8,1429
CUST_0150,2024-09-01,290,4423,9,2840
CUST_0150,2024-10-01,283,6105,8,978
CUST_0150,2024-11-01,208,4977,5,1352
CUST_0150,2024-12-01,262,5887,5,1224
CUST_0150,2025-01-01,206,3356,6,1702
CUST_0151,2023-10-01,16,202,8,59
CUST_0151,2023-11-01,16,256,9,123
CUST_0151,2023-12-01,15,349,8,114
CUST_0151,2024-01-01,13,192,8,39
CUST_0151,2024-02-01,14,271,6,99
CUST_0151,2024-03-01,14,155,8,67
CUST_0151,2024-04-01,13,253,7,40
CUST_0151,2024-05-01,12,257,7,26
CUST_0151,2024-06-01,11,96,7,77
CUST_0151,2024-07-01,11,180,7,91
CUST_0151,2024-08-01,10,125,6,89
CUST_0151,2024-09-01,11,165,6,22
CUST_0151,2024-10-01,11,209,4,71
CUST_0151,2024-11-01,9,159,4,81
CUST_0151,2024-12-01,10,182,5,71
CUST_0151,2025-01-01,10,96,5,79
CUST_0152,2023-03-01,185,3730,7,1166
CUST_0152,2023-04-01,201,3350,7,1944
CUST_0152,2023-05-01,238,3063,11,2027
CUST_0152,2023-06-01,233,5326,11,560
CUST_0152,2023-07-01,177,2687,5,1294
CUST_0152,2023-08-01,203,2200,9,1842
CUST_0152,2023-09-01,168,1414,7,1401
CUST_0152,2023-10-01,189,2304,6,702
CUST_0152,2023-11-01,178,3177,7,811
CUST_0152,2023-12-01,127,2041,4,1116
CUST_0152,2024-01-01,165,1912,7,946
CUST_0152,2024-02-01,137,1595,4,870
CUST_0152,2024-03-01,122,1229,3,339
CUST_0152,2024-04-01,122,1779,3,1187
CUST_0152,2024-05-01,123,2775,4,1092
CUST_0152,2024-06-01,129,2294,4,653
CUST_0152,2024-07-01,114,1518,5,282
CUST_0152,2024-08-01,120,2638,4,1028
CUST_0152,2024-09-01,103,1809,3,686
CUST_0152,2024-10-01,121,1960,4,1114
CUST_0152,2024-11-01,99,874,3,889
CUST_0152,2024-12-01,89,1721,2,529
CUST_0152,2025-01-01,83,1616,4,622
CUST_0153,2024-04-01,36,484,8,250
CUST_0153,2024-05-01,39,869,8,110
CUST_0153,2024-06-01,32,732,6,237
CUST_0153,2024-07-01,30,718,6,123
CUST_0153,2024-08-01,34,305,5,91
CUST_0153,2024-09-01,31,420,8,93
CUST_0153,2024-10-01,32,599,6,205
CUST_0153,2024-11-01,33,569,7,188
CUST_0153,2024-12-01,27,376,6,107
CUST_0153,2025-01-01,32,740,6,254
CUST_0154,2024-02-01,8,107,4,38
CUST_0154,2024-03-01,8,178,2,32
CUST_0154,2024-04-01,10,95,6,57
CUST_0154,2024-05-01,10,220,5,52
CUST_0154,2024-06-01,8,128,4,29
CUST_0154,2024-07-01,8,86,2,65
CUST_0155,2023-03-01,268,5029,10,2629
CUST_0155,2023-04-01,248,3675,10,1155
CUST_0155,2023-05-01,281,6635,11,2179
CUST_0155,2023-06-01,264,2871,8,621
CUST_0155,2023-07-01,248,5142,8,644
CUST_0155,2023-08-01,286,6910,11,1314
CUST_0155,2023-09-01,260,5653,10,2171
CUST_0155,2023-10-01,273,6177,10,2403
CUST_0155,2023-11-01,249,5365,9,846
CUST_0155,2023-12-01,270,6233,9,1935
CUST_0155,2024-01-01,252,3752,10,1652
CUST_0155,2024-02-01,283,2600,11,1664
CUST_0155,2024-03-01,248,4802,9,1037
CUST_0155,2024-04-01,251,2654,10,1785
CUST_0155,2024-05-01,252,4825,9,1376
CUST_0155,2024-06-01,258,3588,10,2242
CUST_0155,2024-07-01,239,5346,8,1420
CUST_0155,2024-08-01,242,3230,9,2009
CUST_0155,2024-09-01,236,3761,8,2222
CUST_0155,2024-10-01,240,3398,8,1106
CUST_0155,2024-11-01,249,5900,10,1515
CUST_0155,2024-12-01,256,2826,9,546
CUST_0155,2025-01-01,239,5436,10,1483
CUST_0156,2023-10-01,120,2223,11,1037
CUST_0156,2023-11-01,101,2120,8,957
CUST_0156,2023-12-01,106,1041,9,733
CUST_0156,2024-01-01,107,2275,9,255
CUST_0156,2024-02-01,104,1890,9,741
CUST_0156,2024-03-01,110,2242,8,880
CUST_0156,2024-04-01,121,2960,10,727
CUST_0156,2024-05-01,118,977,11,351
CUST_0156,2024-06-01,108,1004,10,482
CUST_0156,2024-07-01,111,2221,9,737
CUST_0156,2024-08-01,111,2092,8,410
CUST_0156,2024-09-01,125,2663,11,408
CUST_0156,2024-10-01,124,2595,11,958
CUST_0156,2024-11-01,114,2374,10,838
CUST_0156,2024-12-01,111,982,10,650
CUST_0156,2025-01-01,120,2961,10,873
CUST_0157,2023-12-01,28,435,9,212
CUST_0157,2024-01-01,30,351,11,114
CUST_0157,2024-02-01,25,288,7,132
CUST_0157,2024-03-01,25,332,8,165
CUST_0157,2024-04-01,29,267,9,280
CUST_0157,2024-05-01,30,379,10,285
CUST_0157,2024-06-01,30,465,12,296
CUST_0157,2024-07-01,25,380,9,204
CUST_0157,2024-08-01,30,578,10,235
CUST_0157,2024-09-01,26,459,7,157
CUST_0157,2024-10-01,28,399,8,128
CUST_0157,2024-11-01,25,273,9,246
CUST_0157,2024-12-01,30,604,10,66
CUST_0157,2025-01-01,27,673,8,87
CUST_0158,2024-07-01,344,3374,12,3017
CUST_0158,2024-08-01,349,3487,10,1450
CUST_0158,2024-09-01,349,5979,10,1156
CUST_0158,2024-10-01,346,4780,10,2564
CUST_0158,2024-11-01,308,2963,11,1955
CUST_0158,2024-12-01,350,5113,12,2335
CUST_0158,2025-01-01,350,5079,11,1596
CUST_0159,2024-06-01,79,1733,10,333
CUST_0159,2024-07-01,83,1136,9,295
CUST_0159,2024-08-01,80,905,10,656
CUST_0159,2024-09-01,87,1775,11,848
CUST_0159,2024-10-01,88,996,12,860
CUST_0159,2024-11-01,85,838,11,743
CUST_0159,2024-12-01,78,1758,10,184
CUST_0159,2025-01-01,83,1558,12,447
CUST_0160,2024-08-01,102,1310,9,330
CUST_0160,2024-09-01,108,1552,8,562
CUST_0160,2024-10-01,99,1096,8,805
CUST_0160,2024-11-01,93,1288,8,782
CUST_0160,2024-12-01,107,1968,8,802
CUST_0160,2025-01-01,92,1723,8,831
CUST_0161,2024-11-01,46,550,7,329
CUST_0161,2024-12-01,27,568,0,210
CUST_0161,2025-01-01,33,741,4,136
CUST_0162,2023-11-01,230,5376,6,872
CUST_0162,2023-12-01,207,1982,5,1440
CUST_0162,2024-01-01,205,3988,6,1100
CUST_0162,2024-02-01,221,3673,7,1236
CUST_0162,2024-03-01,224,2663,6,1567
CUST_0162,2024-04-01,196,4221,7,974
CUST_0162,2024-05-01,177,1889,4,1564
CUST_0162,2024-06-01,169,4002,4,740
CUST_0162,2024-07-01,166,3372,5,1254
CUST_0162,2024-08-01,148,1446,5,384
CUST_0162,2024-09-01,148,2316,5,458
CUST_0162,2024-10-01,141,3518,3,321
CUST_0162,2024-11-01,140,1820,4,1327
CUST_0162,2024-12-01,70,721,2,464
CUST_0162,2025-01-01,144,2122,5,333
CUST_0163,2023-05-01,12,125,8,73
CUST_0163,2023-06-01,9,106,4,86
CUST_0163,2023-07-01,10,178,4,76
CUST_0164,2024-08-01,16,295,9,159
CUST_0164,2024-09-01,16,207,10,90
CUST_0164,2024-10-01,17,383,10,102
CUST_0164,2024-11-01,17,386,10,122
CUST_0164,2024-12-01,18,412,10,167
CUST_0164,2025-01-01,17,216,9,116
CUST_0165,2024-02-01,22,440,6,79
CUST_0165,2024-03-01,24,241,7,148
CUST_0165,2024-04-01,19,403,5,170
CUST_0165,2024-05-01,20,424,5,100
CUST_0165,2024-06-01,23,223,5,133
CUST_0165,2024-07-01,20,291,5,94
CUST_0165,2024-08-01,22,226,5,174
CUST_0165,2024-09-01,19,451,4,64
CUST_0165,2024-10-01,19,201,6,130
CUST_0165,2024-11-01,18,369,7,76
CUST_0165,2024-12-01,19,433,5,108
CUST_0165,2025-01-01,17,190,5,142
CUST_0166,2024-03-01,102,1651,10,923
CUST_0166,2024-04-01,90,1733,9,828
CUST_0166,2024-05-01,86,1479,7,504
CUST_0166,2024-06-01,93,895,9,903
CUST_0166,2024-07-01,106,1096,11,401
CUST_0166,2024-08-01,91,1418,9,313
CUST_0166,2024-09-01,103,2487,10,781
CUST_0166,2024-10-01,96,2172,10,667
CUST_0166,2024-11-01,88,1362,9,747
CUST_0166,2024-12-01,94,1929,11,849
CUST_0166,2025-01-01,96,2163,8,758
CUST_0167,2024-04-01,414,8281,9,3984
CUST_0167,2024-05-01,404,6341,11,4034
CUST_0167,2024-06-01,399,9643,10,2121
CUST_0167,2024-07-01,396,5940,12,3631
CUST_0167,2024-08-01,403,3399,11,1437
CUST_0167,2024-09-01,360,4323,10,2262
CUST_0167,2024-10-01,348,4864,8,2376
CUST_0167,2024-11-01,382,3292,12,940
CUST_0167,2024-12-01,358,5820,11,2028
CUST_0167,2025-01-01,345,3199,10,1867
CUST_0168,2023-07-01,12,298,11,25
CUST_0168,2023-08-01,14,220,12,91
CUST_0168,2023-09-01,12,115,10,32
CUST_0168,2023-10-01,12,283,8,58
CUST_0168,2023-11-01,13,147,11,49
CUST_0168,2023-12-01,14,323,11,38
CUST_0168,2024-01-01,13,162,10,66
CUST_0168,2024-02-01,14,269,12,81
CUST_0168,2024-03-01,14,284,12,29
CUST_0168,2024-04-01,12,131,11,103
CUST_0168,2024-05-01,12,290,9,89
CUST_0168,2024-06-01,14,279,12,55
CUST_0168,2024-07-01,13,230,12,97
CUST_0168,2024-08-01,13,163,10,114
CUST_0168,2024-09-01,13,150,12,120
CUST_0168,2024-10-01,12,116,11,80
CUST_0168,2024-11-01,14,141,12,127
CUST_0168,2024-12-01,14,225,12,137
CUST_0168,2025-01-01,13,109,11,48
CUST_0169,2024-01-01,34,580,12,179
CUST_0169,2024-02-01,31,583,12,208
CUST_0169,2024-03-01,31,267,10,160
CUST_0169,2024-04-01,30,356,11,62
CUST_0169,2024-05-01,31,367,11,132
CUST_0169,2024-06-01,33,268,12,309
CUST_0169,2024-07-01,34,787,11,211
CUST_0169,2024-08-01,32,316,11,242
CUST_0169,2024-09-01,33,635,11,162
CUST_0169,2024-10-01,34,548,12,72
CUST_0169,2024-11-01,32,776,11,301
CUST_0169,2024-12-01,33,681,12,115
CUST_0169,2025-01-01,33,406,11,85
CUST_0170,2024-03-01,22,475,6,102
CUST_0170,2024-04-01,22,357,7,187
CUST_0170,2024-05-01,21,211,7,173
CUST_0170,2024-06-01,19,337,7,63
CUST_0170,2024-07-01,20,385,6,79
CUST_0170,2024-08-01,24,455,9,213
CUST_0170,2024-09-01,20,406,7,172
CUST_0170,2024-10-01,18,164,7,118
CUST_0170,2024-11-01,18,318,5,95
CUST_0170,2024-12-01,18,182,6,70
CUST_0170,2025-01-01,21,291,5,177
CUST_0171,2024-03-01,51,1188,9,461
CUST_0171,2024-04-01,54,967,9,307
CUST_0171,2024-05-01,49,856,8,337
CUST_0171,2024-06-01,47,580,10,315
CUST_0171,2024-07-01,56,755,9,128
CUST_0171,2024-08-01,44,666,7,224
CUST_0171,2024-09-01,50,518,8,150
CUST_0171,2024-10-01,38,525,8,172
CUST_0171,2024-11-01,40,796,8,293
CUST_0171,2024-12-01,45,705,8,179
CUST_0171,2025-01-01,46,1112,8,276
CUST_0172,2023-07-01,132,2680,9,1080
CUST_0172,2023-08-01,135,2288,10,740
CUST_0172,2023-09-01,136,2912,7,742
CUST_0172,2023-10-01,138,1639,9,739
CUST_0172,2023-11-01,123,2269,10,501
CUST_0172,2023-12-01,144,2841,11,1365
CUST_0172,2024-01-01,128,2646,10,607
CUST_0172,2024-02-01,153,2336,10,1464
CUST_0172,2024-03-01,135,2048,8,411
CUST_0172,2024-04-01,136,2365,10,618
CUST_0172,2024-05-01,138,1499,10,774
CUST_0172,2024-06-01,139,1341,9,914
CUST_0172,2024-07-01,150,3171,11,1182
CUST_0172,2024-08-01,136,1570,9,874
CUST_0172,2024-09-01,135,3232,9,1135
CUST_0172,2024-10-01,134,2167,9,572
CUST_0172,2024-11-01,142,1342,10,897
CUST_0172,2024-12-01,158,3151,11,1318
CUST_0172,2025-01-01,157,2189,11,1254
CUST_0173,2024-02-01,109,1244,8,471
CUST_0173,2024-03-01,80,1806,7,792
CUST_0173,2024-04-01,91,813,6,682
CUST_0173,2024-05-01,92,1780,6,860
CUST_0173,2024-06-01,96,1296,7,942
CUST_0173,2024-07-01,78,808,6,476
CUST_0173,2024-08-01,83,787,5,447
CUST_0173,2024-09-01,78,1411,5,163
CUST_0173,2024-10-01,79,962,6,321
CUST_0173,2024-11-01,82,1653,7,638
CUST_0173,2024-12-01,53,934,3,139
CUST_0173,2025-01-01,57,1359,5,355
CUST_0174,2023-12-01,115,1250,10,412
CUST_0174,2024-01-01,110,1901,11,366
CUST_0174,2024-02-01,107,1498,10,551
CUST_0174,2024-03-01,105,1427,8,217
CUST_0174,2024-04-01,120,1923,12,1111
CUST_0174,2024-05-01,113,2619,9,531
CUST_0174,2024-06-01,120,1613,11,920
CUST_0174,2024-07-01,114,2001,8,776
CUST_0174,2024-08-01,112,1556,8,1114
CUST_0174,2024-09-01,107,2094,11,751
CUST_0174,2024-10-01,112,1243,11,320
CUST_0174,2024-11-01,112,1294,10,364
CUST_0174,2024-12-01,102,1707,9,412
CUST_0174,2025-01-01,115,2489,10,542
CUST_0175,2023-10-01,155,2370,11,498
CUST_0175,2023-11-01,165,2548,11,805
CUST_0175,2023-12-01,173,4032,11,1057
CUST_0175,2024-01-01,169,3773,12,480
CUST_0175,2024-02-01,164,1401,10,981
CUST_0175,2024-03-01,176,2087,12,532
CUST_0176,2023-09-01,18,418,6,115
CUST_0176,2023-10-01,16,210,7,57
CUST_0176,2023-11-01,16,229,6,76
CUST_0176,2023-12-01,18,158,7,148
CUST_0176,2024-01-01,12,169,5,41
CUST_0176,2024-02-01,17,322,7,125
CUST_0176,2024-03-01,12,103,5,33
CUST_0176,2024-04-01,12,279,5,43
CUST_0176,2024-05-01,9,104,4,36
CUST_0176,2024-06-01,12,135,4,76
CUST_0176,2024-07-01,6,117,3,46
CUST_0176,2024-08-01,9,219,4,50
CUST_0176,2024-09-01,7,106,1,28
CUST_0176,2024-10-01,8,148,3,77
CUST_0176,2024-11-01,4,66,0,29
CUST_0176,2024-12-01,4,38,2,26
CUST_0176,2025-01-01,4,89,2,13
CUST_0177,2024-11-01,17,415,11,158
CUST_0177,2024-12-01,17,366,9,140
CUST_0177,2025-01-01,18,247,10,129
CUST_0178,2024-06-01,16,264,8,77
CUST_0178,2024-07-01,17,189,9,145
CUST_0178,2024-08-01,15,264,9,103
CUST_0178,2024-09-01,16,242,7,111
CUST_0178,2024-10-01,15,203,8,88
CUST_0178,2024-11-01,14,216,7,46
CUST_0178,2024-12-01,15,356,5,86
CUST_0178,2025-01-01,16,357,6,81
CUST_0179,2024-07-01,110,2154,12,906
CUST_0179,2024-08-01,111,1972,10,581
CUST_0179,2024-09-01,98,1260,8,978
CUST_0179,2024-10-01,100,1475,8,498
CUST_0179,2024-11-01,97,2223,10,328
CUST_0179,2024-12-01,105,2187,10,701
CUST_0179,2025-01-01,99,2266,11,601
CUST_0180,2023-12-01,95,1776,10,701
CUST_0180,2024-01-01,94,1300,12,821
CUST_0180,2024-02-01,97,1685,10,895
CUST_0180,2024-03-01,92,1835,9,567
CUST_0180,2024-04-01,85,827,8,399
CUST_0180,2024-05-01,89,730,10,252
CUST_0180,2024-06-01,97,2219,11,275
CUST_0180,2024-07-01,91,972,10,638
CUST_0180,2024-08-01,96,1271,10,728
CUST_0180,2024-09-01,95,1528,9,754
CUST_0180,2024-10-01,87,1628,9,782
CUST_0180,2024-11-01,82,1684,9,750
CUST_0180,2024-12-01,91,1770,10,290
CUST_0180,2025-01-01,86,843,9,835
